ABBREV	DEGREE	US_UNIVERSITY	GENDER	PREVIOUS_DEGREE	COLOMBIAN_UNIVERSITY
CLC-DNP	Ph.D.	Rutgers, The State University of New Jersey	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
FLB-CLC	MASTER'S	Southern Illinois University Carbondale	FEMALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
CLC-DNP	Ph.D.	University of Arizona	FEMALE	BACHELOR	UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA - UPTC
DU	Ph.D.	Ball State University	MALE	BACHELOR	UNIVERSIDAD DEL TOLIMA
SRM	MASTER'S	Boston College	FEMALE	BACHELOR	ESCUELA DE INGENIERIA DE ANTIOQUIA EIA
SRM	MASTER'S	Emory University	MALE	BACHELOR	ESCUELA DE INGENIERIA DE ANTIOQUIA EIA
SRM	MASTER'S	Brandeis University	FEMALE	BACHELOR	ESCUELA DE INGENIERIA DE ANTIOQUIA EIA
SRM	MASTER'S	Emory University	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
REG	Ph.D.	University of Arizona	MALE	BACHELOR	UNIVERSIDAD DE CALDAS
CLC-DNP	Ph.D.	Kansas State University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CLC-DNP	Ph.D.	University of Arizona	MALE	BACHELOR	ESCUELA DE INGENIERIA DE ANTIOQUIA EIA
SRM	MASTER'S	UNIVERSITY OF MARYLAND, COLLEGE PARK	MALE	BACHELOR	ESCUELA DE INGENIERIA DE ANTIOQUIA EIA
FLB-CLC	Ph.D.	Oregon State University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
DU	Ph.D.	University of Arizona	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
FLB-CLC	Ph.D.	Georgia Institute of Technology - Main Campus	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
DU	MASTER'S	University of California, Berkeley	MALE	BACHELOR	UNIVERSIDAD DEL NORTE
DU	Ph.D.	SUNY Stony Brook	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
CLC-DNP	Ph.D.	University of California, Berkeley	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
CLC-DNP	Ph.D.	University of Illinois at Urbana-Champaign	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CLC-DNP	Ph.D.	University of Arizona	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CLC-DNP	MASTER'S	University of California, Merced	FEMALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
DU	Ph.D.	University of Illinois at Urbana-Champaign	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
REG	Ph.D.	University of Alabama at Birmingham	MALE	BACHELOR	UNIVERSIDAD DEL CAUCA
FLB-CLC	Ph.D.	University of Oklahoma	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
SRM	MASTER'S	Pennsylvania State University	FEMALE	BACHELOR	UNIVERSIDAD EAFIT-
SRM	MASTER'S	University of Maryland - College Park	MALE	BACHELOR	UNIVERSIDAD EAFIT-
SRM	MASTER'S	Purdue University	MALE	BACHELOR	UNIVERSIDAD EAFIT-
SRM	MASTER'S	Syracuse University	MALE	BACHELOR	UNIVERSIDAD EAFIT-
CLC-DNP	MASTER'S	Georgia Institute of Technology - Main Campus	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
DU	Ph.D.	Pennsylvania State University	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
DU	Ph.D.	Kansas State University	MALE	BACHELOR	UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-
DU	Ph.D.	University of South Florida	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
REG	Ph.D.	Northeastern University	MALE	BACHELOR	UNIVERSIDAD TECNOLOGICA DE BOLIVAR
DU	Ph.D.	Purdue University	MALE	BACHELOR	UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP
FLB-CLC	Ph.D.	Iowa State University	MALE	BACHELOR	UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP
REG	Ph.D.	University of Arkansas, Fayetteville	MALE	BACHELOR	UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP
CLC-DNP	Ph.D.	University of Connecticut	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
SRM	MASTER'S	Purdue University	MALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
CLC-DNP	Ph.D.	Georgia Institute of Technology - Main Campus	MALE	BACHELOR	UNIVERSIDAD DEL NORTE
CLC-DNP	Ph.D.	University of Illinois at Urbana-Champaign	MALE	BACHELOR	UNIVERSIDAD DEL NORTE
CLC-DNP	Ph.D.	Georgia Institute of Technology - Main Campus	MALE	BACHELOR	UNIVERSIDAD DEL NORTE
DU	MASTER'S	University of Pittsburgh - Main Campus	FEMALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
CLC-DNP	Ph.D.	SUNY at Buffalo	MALE	BACHELOR	UNIVERSIDAD TECNOLOGICA DE BOLIVAR
CLC-DNP	Ph.D.	University of Connecticut	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
REG	Ph.D.	Duke University	MALE	BACHELOR	UNIVERSIDAD DEL QUINDIO
DU	Ph.D.	University of Kansas	MALE	BACHELOR	UNIVERSIDAD DEL CAUCA
JWF	MASTER'S	University of Maryland - College Park	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
DU	Ph.D.	Rutgers, The State University of New Jersey	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
DU	MASTER'S	SUNY at Albany	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
CLC-DNP	Ph.D.	University of Illinois at Urbana-Champaign	MALE	BACHELOR	UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS
REG	Ph.D.	Purdue University	FEMALE	BACHELOR	UNIVERSIDAD ICESI
CLC-DNP	Ph.D.	University of Arkansas, Fayetteville	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
CLC-DNP	MASTER'S	Purdue University	MALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
FLB-CLC	Ph.D.	SUNY Stony Brook	MALE	BACHELOR	UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP
DU	Ph.D.	University of Illinois at Urbana-Champaign	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
DU	Ph.D.	University of Pittsburgh - Main Campus	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
DU	Ph.D.	University of Texas at Austin	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
DU	Ph.D.	Arizona State University	MALE	BACHELOR	UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP
DU	MASTER'S	Rensselaer Polytechnic Institute	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
DU	Ph.D.	University of Illinois at Urbana-Champaign	MALE	BACHELOR	UNIVERSIDAD AUTONOMA DE OCCIDENTE
CLC-DNP	Ph.D.	West Virginia University	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
DU	MASTER'S	SUNY Stony Brook	MALE	BACHELOR	UNIVERSIDAD AUTONOMA DE OCCIDENTE
DU	MASTER'S	Rochester Institute of Technology	MALE	BACHELOR	UNIVERSIDAD AUTONOMA DE OCCIDENTE
OEA-FLB	MASTER'S	Pennsylvania State University	FEMALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
DU	Ph.D.	Louisiana State University and A&M College	FEMALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
DU	Ph.D.	Washington State University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CLC-DNP	Ph.D.	University of Wisconsin - Madison	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
CLC-DNP	Ph.D.	Michigan State University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CLC-DNP	MASTER'S	University of Maryland - College Park	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
FLB-CLC	MASTER'S	University of Northern Iowa	MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
FLB-CLC	Ph.D.	Southern Illinois University Carbondale	FEMALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
FLB-CLC	MASTER'S	University of Illinois at Urbana-Champaign	FEMALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
CLC-DNP	Ph.D.	Florida State University	MALE	BACHELOR	UNIVERSIDAD DEL QUINDIO
DU	Ph.D.	Washington State University	MALE	BACHELOR	UNIVERSIDAD DEL ATLANTICO
DU	Ph.D.	Illinois State University	MALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
REG	Ph.D.	University of Pittsburgh - Main Campus	MALE	BACHELOR	UNIVERSIDAD DE PAMPLONA
DU	Ph.D.	University of New Mexico	FEMALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
CLC-DNP	Ph.D.	SUNY at Buffalo	MALE	BACHELOR	UNIVERSIDAD DEL TOLIMA
FLB-CLC	MASTER'S	University of Nebraska - Lincoln	MALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
CLC-DNP	Ph.D.	University of Texas Health Science Center Houston	MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
FLB-CLC	Ph.D.	Rutgers, The State University of New Jersey	FEMALE	BACHELOR	UNIVERSIDAD DEL NORTE
DU	Ph.D.	University of Iowa	MALE	BACHELOR	UNIVERSIDAD MILITAR-NUEVA GRANADA
DU	Ph.D.	Harvard University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
DU	Ph.D.	University of Maryland - College Park	FEMALE	BACHELOR	COLEGIO MAYOR DE NUESTRA SEÃ‘ORA DEL ROSARIO
DU	MASTER'S	University of Wisconsin - Madison	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
DU	Ph.D.	University of Maryland - College Park	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
PROF. AN	Ph.D.	Rush University	MALE	BACHELOR	UNIVERSIDAD CES
CLC-DNP	Ph.D.	University of Washington	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	Texas Tech University	FEMALE	BACHELOR	UNIVERSIDAD CES
LID	Ph.D.	Howard University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
LID	MASTER'S	Drexel University	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
FLB-CLC	Ph.D.	University of Connecticut	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
CLC-DNP	Ph.D.	Ball State University	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
DU	MASTER'S	SUNY at Binghamton	MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
SRM	MASTER'S	Ohio State University	FEMALE	BACHELOR	UNIVERSIDAD EAFIT-
SRM	MASTER'S	University of California, Berkeley	FEMALE	BACHELOR	UNIVERSIDAD EXTERNADO DE COLOMBIA
SRM	MASTER'S	University of Maryland - College Park	FEMALE	BACHELOR	UNIVERSIDAD EAFIT-
REG	MASTER'S	University of Missouri - Columbia	MALE		UNIVERSIDAD INDUSTRIAL DE SANTANDER
REG	MASTER'S	University of Miami	MALE	BACHELOR	UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-
DU	MASTER'S	American University	MALE	BACHELOR	UNIVERSIDAD EAFIT-
SRM	MASTER'S	Wake Forest University	FEMALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
SRM	MASTER'S	Southern Illinois University Carbondale	MALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
DU	MASTER'S	Temple University	MALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
REG	Ph.D.	Ohio State University	FEMALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
DU	MASTER'S	University of Pittsburgh - Main Campus	FEMALE	BACHELOR	UNIVERSIDAD EXTERNADO DE COLOMBIA
REG	Ph.D.	University of Massachusetts Amherst	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
REG	MASTER'S	Ohio State University	MALE	BACHELOR	UNIVERSIDAD PONTIFICIA BOLIVARIANA
CALDAS	Ph.D.	Purdue University	MALE	BACHELOR	FUNDACION UNIVERSIDAD DE AMERICA
CLC- FLB	Ph.D.	University of Kansas	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
CALDAS	Ph.D.		MALE	MASTER'S	UNIVERSIDAD ALBERTO HURTADO
CALDAS	Ph.D.	Arizona State University	MALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
CALDAS	Ph.D.	Colorado State University	FEMALE	BACHELOR	UNIVERSIDAD DEL TOLIMA
CALDAS	Ph.D.		MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
CALDAS	Ph.D.		FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CALDAS	Ph.D.		MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CALDAS	Ph.D.		MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CALDAS	Ph.D.		MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CALDAS	Ph.D.		FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
REG	Ph.D.	University of Vermont	FEMALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
PROF. AN	Ph.D.	University of New Mexico	FEMALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
CALDAS	Ph.D.	University of Pittsburgh - Main Campus	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
REG	Ph.D.	Montana State University - Bozeman	FEMALE	BACHELOR	UNIVERSIDAD DE CALDAS
REG	Ph.D.	University of Missouri - Columbia	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
CALDAS	Ph.D.	Cornell University	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CALDAS	Ph.D.	University of Kansas	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	Ph.D.	Temple University	FEMALE	BACHELOR	COLEGIO MAYOR DE NUESTRA SEÃ‘ORA DEL ROSARIO
CALDAS	Ph.D.	University of California, Santa Cruz	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
CLC- FLB	Ph.D.	University of Illinois at Chicago	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CALDAS	Ph.D.		FEMALE	BACHELOR	UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD
PETRO	Ph.D.	Washington State University	FEMALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
PETRO	MASTER'S	SUNY College of Environmental Science and Forestry	FEMALE	BACHELOR	UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-
CERR	MASTER'S	University of Nebraska at Omaha	FEMALE	BACHELOR	UNIVERSIDAD METROPOLITANA
JWF	MASTER'S	University of California, Berkeley	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	Ph.D.	New York University	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
CALDAS	Ph.D.	University of Michigan - Ann Arbor	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
PETRO	MASTER'S	Northeastern University	MALE	BACHELOR	UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS
PETRO	MASTER'S	Yale University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
ARTS	Ph.D.	University of Rochester	MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
PETRO	MASTER'S		FEMALE	BACHELOR	UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD
PETRO	MASTER'S	Colorado School of Mines	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
PETRO	MASTER'S	University of Oklahoma	FEMALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
PETRO	MASTER'S	Georgia State University	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
ARTS	MASTER'S	University of Illinois at Urbana-Champaign	FEMALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
SALD. CON	MASTER'S	Florida International University	MALE	BACHELOR	UNIVERSIDAD DE LA SABANA
JWF	MASTER'S	Columbia University in the City of New York	MALE	BACHELOR	COLEGIO MAYOR DE NUESTRA SEÃ‘ORA DEL ROSARIO
JWF	MASTER'S	American University	FEMALE	BACHELOR	UNIVERSIDAD EAFIT-
PETRO	MASTER'S	Georgetown University	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	American University	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
ARTS	MASTER'S	Columbia University in the City of New York	MALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
PETRO	MASTER'S	University of Texas at Austin	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
PETRO	MASTER'S	University of Houston	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
SALD. CON	MASTER'S	University of Georgia	MALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
JWF	Ph.D.	Columbia University in the City of New York	MALE	BACHELOR	UNIVERSIDAD DE CALDAS
ARTS	MASTER'S	Columbia University in the City of New York	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
ARTS	MASTER'S	University of North Texas	MALE	BACHELOR	UNIVERSIDAD CENTRAL
CALDAS	Ph.D.	University of Florida	FEMALE	BACHELOR	UNIVERSIDAD DEL VALLE
AMZ	MASTER'S	SUNY College of Environmental Science and Forestry	FEMALE	BACHELOR	FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO
OEA-FLB	Ph.D.	University of Georgia	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
FLTA	INV & DOC	Lincoln University	FEMALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
FLTA	INV & DOC	University of Alabama at Birmingham	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	George Washington University, The	FEMALE	BACHELOR	UNIVERSIDAD EXTERNADO DE COLOMBIA
AMZ	MASTER'S	City College of New York of the City University of New York, The	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	Ph.D.	University of Notre Dame	MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
JWF	Ph.D.	University of Connecticut	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
ARTS	MASTER'S	UNIVERSITY OF MARYLAND - BALTIMORE	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
AMZ	MASTER'S	University of Illinois at Urbana-Champaign	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	Ph.D.	The New School	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
OEA-FLB	Ph.D.	University of Texas at Austin	FEMALE	BACHELOR	FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO
ARTS	MASTER'S	University of California, Berkeley	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
ARTS	MASTER'S	California Institute of the Arts	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
ARTS	MASTER'S	Brown University	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
ARTS	MASTER'S	San Francisco Art Institute	MALE	BACHELOR	FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO
JWF	Ph.D.	Stanford University	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
S&T	Ph.D.	University of Maryland - College Park	MALE	BACHELOR	UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP
JWF	MASTER'S	Temple University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
OEA-FLB	MASTER'S	University of Maryland - College Park	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	Ph.D.	Georgetown University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
S&T	Ph.D.	Georgia Institute of Technology - Main Campus	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Florida State University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Yale University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
CLC-DNP	Ph.D.	University of California, Irvine	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Georgia Institute of Technology - Main Campus	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
TEP	INV & DOC	Purdue University	FEMALE	BACHELOR	UNIVERSIDAD INCCA DE COLOMBIA
TEP	INV & DOC	University of North Dakota	FEMALE	BACHELOR	UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-
TEP	INV & DOC	University of North Dakota	MALE	BACHELOR	UNIVERSIDAD DEL ATLANTICO
TEP	INV & DOC	University of Nebraska - Lincoln	FEMALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
TEP	INV & DOC	Purdue University	FEMALE	BACHELOR	UNIVERSIDAD DE CALDAS
TEP	INV & DOC	University of Nebraska - Lincoln	FEMALE	BACHELOR	UNIVERSIDAD DE CORDOBA
AMZ	MASTER'S	SUNY Stony Brook	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
HHH	INV & DOC	Syracuse University	MALE	BACHELOR	UNIVERSIDAD EXTERNADO DE COLOMBIA
FLTA	INV & DOC	University of Alabama at Birmingham	MALE	BACHELOR	UNIVERSIDAD PEDAGOGICA NACIONAL
HHH	INV & DOC	Massachusetts Institute of Technology	FEMALE	BACHELOR	FUNDACION UNIVERSIDAD AUTONOMA DE COLOMBIA -FUAC-
FLTA	INV & DOC	Willamette University	FEMALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
CALDAS	Ph.D.	Texas Christian University	MALE		
CALDAS	Ph.D.				
CALDAS	MASTER'S	University of Oregon	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CALDAS	Ph.D.	Florida State University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CALDAS	Ph.D.	Mississippi State University	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
DU	Ph.D.	University of Pittsburgh - Main Campus	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CALDAS	Ph.D.		MALE	BACHELOR	UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD
CALDAS	Ph.D.	Michigan State University	FEMALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CALDAS	Ph.D.	University of Florida	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CALDAS	Ph.D.	University of Florida	FEMALE	BACHELOR	UNIVERSIDAD DEL CAUCA
CALDAS	Ph.D.	Purdue University	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
CALDAS	Ph.D.	University of Delaware	MALE	BACHELOR	UNIVERSIDAD INDUSTRIAL DE SANTANDER
CLC- FLB	Ph.D.	Cornell University	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CALDAS	Ph.D.	Utah State University	MALE	MASTER'S	University of Puerto Rico - Rio Piedras Campus
CALDAS	Ph.D.	Michigan State University	MALE	MASTER'S	UNIVERSIDAD DE LA SABANA
CLC- FLB	Ph.D.	University of Illinois at Chicago	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CALDAS	Ph.D.		MALE	BACHELOR	UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD
CALDAS	Ph.D.		MALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
CLC- FLB	Ph.D.	University of Florida	FEMALE	BACHELOR	UNIVERSIDAD EL BOSQUE
CALDAS	Ph.D.	University of California - Davis	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CALDAS	Ph.D.	University of Massachusetts - Dartmouth	FEMALE	BACHELOR	UNIVERSIDAD DEL VALLE
CALDAS	Ph.D.		FEMALE	MASTER'S	UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD
CLC- FLB	Ph.D.	University of Texas at Austin	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
CALDAS	Ph.D.		MALE	BACHELOR	UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD
CALDAS	Ph.D.	Louisiana State University and A&M College	FEMALE	BACHELOR	UNIVERSIDAD DEL VALLE
VS	INV & DOC	University of Louisville	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
NEXUS	INV & DOC	Columbia University in the City of New York	FEMALE	DOCTORAL	University of California - Los Angeles
VS	INV & DOC	University of Nebraska - Lincoln	FEMALE	BACHELOR	UNIVERSIDAD DE ANTIOQUIA
HHH	INV & DOC	University of Minnesota Medical Center - Fairview	FEMALE	BACHELOR	UNIVERSIDAD LIBRE
VS	INV & DOC	University of Louisville	MALE	BACHELOR	UNIVERSIDAD NACIONAL DE COLOMBIA
SRM	MASTER'S	Georgia Institute of Technology - Main Campus	MALE	BACHELOR	UNIVERSIDAD EAFIT-
JWF	MASTER'S	New York University	FEMALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Northwestern University	MALE	BACHELOR	UNIVERSIDAD EAFIT-
JWF	MASTER'S	Johns Hopkins University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	Northwest Missouri State University	MALE	BACHELOR	FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO
JWF	MASTER'S	Stanford University	MALE	BACHELOR	UNIVERSIDAD DEL VALLE
JWF	MASTER'S	Harvard University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
FF	INV & DOC	Harvard University	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	University of Pennsylvania	MALE	BACHELOR	UNIVERSIDAD DE LOS ANDES
ATG	MASTER'S	SUNY Stony Brook	MALE	BACHELOR	COLEGIO MAYOR DE NUESTRA SEÃ‘ORA DEL ROSARIO
JWF	MASTER'S	University of Pennsylvania	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
ATG	MASTER'S	SUNY Stony Brook	MALE	BACHELOR	COLEGIO MAYOR DE NUESTRA SEÃ‘ORA DEL ROSARIO
JWF	MASTER'S	Harvard University	MALE	BACHELOR	UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-
ATG	MASTER'S	Barry University	MALE	BACHELOR	COLEGIO MAYOR DE NUESTRA SEÃ‘ORA DEL ROSARIO
ATG	MASTER'S	SUNY Stony Brook	MALE	BACHELOR	COLEGIO MAYOR DE NUESTRA SEÃ‘ORA DEL ROSARIO
JWF	Ph.D.	Georgetown University	FEMALE	BACHELOR	UNIVERSIDAD DEL NORTE
JWF	MASTER'S	Oklahoma City University	MALE	BACHELOR	COLEGIO DE ESTUDIOS SUPERIORES DE ADMINISTRACION-CESA-
JWF	MASTER'S	Columbia University in the City of New York	MALE	BACHELOR	PONTIFICIA UNIVERSIDAD JAVERIANA
