ABBREV.	DEGREE	GENERAL_ACADEMIC_AREA	US_UNIVERSITY	US_CITY	GENDER	COLOMBIAN_CITY	PREVIOUS_DEGREE	FIELD _OF_STUDY	COLOMBIAN_UNIVERSITY
NEXUS	INV & DOC	ENGINEERING & APPLIED SCIENCES	University of Colorado		MALE	BARRANQUILLA	DOCTORAL	COMPUTER SYSTEMS NETWORKING AND TELECOMMUNICATIONS	University of South Florida
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Ohio University - Main Campus	ATHENS	FEMALE		BACHELOR	COMUNICACION SOCIAL	FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Ohio University - Main Campus	ATHENS	FEMALE		BACHELOR	COMUNICACION SOCIAL	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Ohio University - Main Campus	ATHENS	FEMALE		BACHELOR	COMUNICACION SOCIAL	UNIVERSIDAD DEL VALLE
JWF	MASTER'S	ART & ARCHITECTURE	University of Kansas	LAWRENCE	MALE		BACHELOR	COMUNICACION SOCIAL	PONTIFICIA UNIVERSIDAD JAVERIANA
FLB-LSP	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Ohio University - Main Campus	ATHENS	FEMALE		BACHELOR	COMUNICACION SOCIAL	UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Kansas	LAWRENCE	MALE		BACHELOR	COMUNICACION SOCIAL	UNIVERSIDAD PONTIFICIA BOLIVARIANA
DU	Ph.D.	HUMANITIES & SOCIAL SCIENCES	Rutgers, The State University of New Jersey	NEW BRUNSWICK	MALE	BARRANQUILLA	BACHELOR	COMUNICACION SOCIAL	UNIVERSIDAD AUTONOMA DEL CARIBE- UNIAUTONOMA
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Notre Dame	SOUTH BEND	FEMALE	BOGOTA D.C.	BACHELOR	COMUNICACION SOCIAL	UNIVERSIDAD DE LA SABANA
JWF	MASTER'S	EDUCATION	University of Pennsylvania	PHILADELPHIA	FEMALE	BOGOTA D.C.	BACHELOR	COMUNICACION SOCIAL	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	ART & ARCHITECTURE	Ohio University - Main Campus	ATHENS	MALE	BOGOTA D.C.	BACHELOR	COMUNICACION SOCIAL	UNIVERSIDAD EXTERNADO DE COLOMBIA
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Boston University	BOSTON	FEMALE	BOGOTA D.C.	BACHELOR	COMUNICACION SOCIAL	FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	The New School	NEW YORK	MALE	BOGOTA D.C.	BACHELOR	COMUNICACION SOCIAL	PONTIFICIA UNIVERSIDAD JAVERIANA
Coca-Cola	INV & DOC	HUMANITIES & SOCIAL SCIENCES	The New School	NEW YORK	FEMALE	BOGOTA D.C.	BACHELOR	COMUNICACION SOCIAL	PONTIFICIA UNIVERSIDAD JAVERIANA
Coca-Cola	INV & DOC	HUMANITIES & SOCIAL SCIENCES	Boston University	BOSTON	FEMALE	BOGOTA D.C.	BACHELOR	COMUNICACION SOCIAL	UNIVERSIDAD EXTERNADO DE COLOMBIA
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Iowa	IOWA CITY	MALE	BUCARAMANGA	BACHELOR	COMUNICACION SOCIAL	FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Ohio University - Main Campus	ATHENS	MALE	BARRANQUILLA		COMUNICACION SOCIAL	UNIVERSIDAD AUTONOMA DEL CARIBE- UNIAUTONOMA
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Southern California	LOS ANGELES	FEMALE		BACHELOR	COMUNICACION Y PERIODISMO	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	ART & ARCHITECTURE	School of the Art Institute of Chicago	CHICAGO	FEMALE		BACHELOR	COMUNICACION Y PERIODISMO	UNIVERSIDAD PONTIFICIA BOLIVARIANA
JWF	MASTER'S	ART & ARCHITECTURE	University of California - Los Angeles	LOS ANGELES	FEMALE		BACHELOR	COMUNICACION Y PERIODISMO	PONTIFICIA UNIVERSIDAD JAVERIANA
AMZ	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Ohio University - Main Campus	ATHENS	FEMALE	BOGOTA D.C.	BACHELOR	DERECHO	COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	New York University	NEW YORK	MALE		BACHELOR	DERECHO	UNIVERSIDAD PONTIFICIA BOLIVARIANA
JWF	MASTER'S	LAW	New York University	NEW YORK	MALE		BACHELOR	DERECHO	
JWF	MASTER'S	LAW	Harvard University	CAMBRIDGE	MALE		BACHELOR	DERECHO	PONTIFICIA UNIVERSIDAD JAVERIANA
ATG	MASTER'S	LAW	University of Rochester	ROCHESTER	MALE		BACHELOR	DERECHO	UNIVERSIDAD DE CALDAS
JWF	MASTER'S	LAW	Johns Hopkins University	BALTIMORE	MALE		BACHELOR	DERECHO	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	LAW	Columbia University in the City of New York	NEW YORK	MALE		BACHELOR	DERECHO	UNIVERSIDAD DE CARTAGENA
JWF	MASTER'S	LAW	Princeton University	PRINCETON	MALE		BACHELOR	DERECHO	PONTIFICIA UNIVERSIDAD JAVERIANA
ATG	MASTER'S	LAW	Southern Methodist University	DALLAS	MALE		BACHELOR	DERECHO	COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Tufts University	PHILADELPHIA	MALE		BACHELOR	DERECHO	UNIVERSIDAD DE ROMA
JWF	MASTER'S	LAW	New York University	NEW YORK	MALE		BACHELOR	DERECHO	
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of California, Berkeley	BERKELEY	MALE		BACHELOR	DERECHO	PONTIFICIA UNIVERSIDAD JAVERIANA
FF	INV & DOC	LAW	Harvard University	CAMBRIDGE	MALE		BACHELOR	DERECHO	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	SUNY Stony Brook	MANHATTAN	MALE		BACHELOR	DERECHO	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	LAW	Yale University	NEW HAVEN	MALE		BACHELOR	DERECHO	COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO
JWF	MASTER'S	LAW	University of Virginia	CHARLOTTESVILLE	MALE		BACHELOR	DERECHO	COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO
ATG	MASTER'S	LAW	SUNY Stony Brook	MANHATTAN	MALE		BACHELOR	DERECHO	COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	The New School	NEW YORK	FEMALE		BACHELOR	DERECHO	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	LAW	University of Texas at Austin	AUSTIN	MALE		BACHELOR	DERECHO	UNIVERSIDAD SANTO TOMAS
JWF	MASTER'S	LAW	University of California - Los Angeles	LOS ANGELES	MALE		BACHELOR	DERECHO	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Pittsburgh - Main Campus	PITTSBURGH	MALE		BACHELOR	DERECHO	UNIVERSIDAD EXTERNADO DE COLOMBIA
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Georgetown University	WASHINGTON D.C	MALE		BACHELOR	DERECHO	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	LAW	Harvard University	CAMBRIDGE	FEMALE		BACHELOR	DERECHO	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Pittsburgh - Main Campus	PITTSBURGH	FEMALE		BACHELOR	DERECHO	UNIVERSIDAD EXTERNADO DE COLOMBIA
JWF	MASTER'S	LAW	New York University	NEW YORK	MALE		BACHELOR	DERECHO	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	LAW	Harvard University	CAMBRIDGE	FEMALE		BACHELOR	DERECHO	COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Johns Hopkins University	BALTIMORE	MALE		BACHELOR	DERECHO	COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Ohio University - Main Campus	ATHENS	MALE		BACHELOR	DERECHO	UNIVERSIDAD SANTO TOMAS
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Harvard University	CAMBRIDGE	FEMALE		BACHELOR	DERECHO	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	LAW	Harvard University	CAMBRIDGE	FEMALE		BACHELOR	DERECHO	COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO
JWF	MASTER'S	LAW	Harvard University	CAMBRIDGE	FEMALE		BACHELOR	DERECHO	UNIVERSIDAD DE LOS ANDES
FLB-CLC	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of California, Berkeley	BERKELEY	MALE		BACHELOR	DERECHO	UNIVERSIDAD LIBRE
ATG	MASTER'S	HUMANITIES & SOCIAL SCIENCES	New York University	NEW YORK	FEMALE		BACHELOR	DERECHO	UNIVERSIDAD SANTO TOMAS
SRM	MASTER'S	LAW	Georgetown University	WASHINGTON D.C	FEMALE	MEDELLIN	BACHELOR	DERECHO	UNIVERSIDAD EAFIT-
FLB-LSP	MASTER'S	HUMANITIES & SOCIAL SCIENCES	UNIVERSITY OF MINNESOTA - TWIN CITIES	TWIN CITIES	MALE	MEDELLIN	BACHELOR	DERECHO	UNIVERSIDAD DE ANTIOQUIA
FLB-LSP	MASTER'S	LAW	Columbia University in the City of New York	NEW YORK	FEMALE	MEDELLIN	BACHELOR	DERECHO	UNIVERSIDAD DE ANTIOQUIA
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Brandeis University	BOSTON	FEMALE	MEDELLIN	BACHELOR	DERECHO	UNIVERSIDAD DE ANTIOQUIA
SRM	MASTER'S	LAW	University of San Diego	SAN DIEGO	MALE	MEDELLIN	BACHELOR	DERECHO	UNIVERSIDAD PONTIFICIA BOLIVARIANA
HHH	INV & DOC	LAW	University of California, Berkeley	BERKELEY	FEMALE	BARRANQUILLA	BACHELOR	DERECHO	UNIVERSIDAD LIBRE
FLB-LSP	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Ohio University - Main Campus	ATHENS	FEMALE	BARRANQUILLA	BACHELOR	DERECHO	UNIVERSIDAD DEL NORTE
JWF	MASTER'S	LAW	New York University	NEW YORK	FEMALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD DE LOS ANDES
DU	Ph.D.	LAW	SUNY at Binghamton	BINGHAMTON	MALE	BOGOTA D.C.	BACHELOR	DERECHO	COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO
JWF	MASTER'S	LAW	Harvard University	CAMBRIDGE	FEMALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Loyola University of Chicago	CHICAGO	FEMALE	BOGOTA D.C.	BACHELOR	DERECHO	COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Harvard University	CAMBRIDGE	FEMALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	LAW	Columbia University in the City of New York	NEW YORK	FEMALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	LAW	Georgetown University	WASHINGTON D.C	MALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	LAW	University of Notre Dame	SOUTH BEND	FEMALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	LAW	New York University	NEW YORK	FEMALE	BOGOTA D.C.	BACHELOR	DERECHO	COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO
JWF	MASTER'S	LAW	Yale University	NEW HAVEN	MALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	LAW	Georgetown University	WASHINGTON D.C	FEMALE	BOGOTA D.C.	BACHELOR	DERECHO	PONTIFICIA UNIVERSIDAD JAVERIANA
FS	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Texas at Austin	AUSTIN	MALE	BOGOTA D.C.	BACHELOR	DERECHO	PONTIFICIA UNIVERSIDAD JAVERIANA
HHH	INV & DOC	HUMANITIES & SOCIAL SCIENCES	American University	WASHINGTON D.C	MALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD LIBRE
JWF	MASTER'S	LAW	Harvard University	CAMBRIDGE	MALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	LAW	Southern Methodist University	DALLAS	MALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD PONTIFICIA BOLIVARIANA
JWF	MASTER'S	LAW	Southern Methodist University	DALLAS	MALE	BOGOTA D.C.	BACHELOR	DERECHO	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	LAW	New York University	NEW YORK	MALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	SUNY at Albany	ALBANY	MALE	BOGOTA D.C.	BACHELOR	DERECHO	COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO
JWF	MASTER'S	LAW	Cornell University	ITHACA	MALE	BOGOTA D.C.	BACHELOR	DERECHO	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	LAW	University of Texas at Austin	AUSTIN	MALE	BOGOTA D.C.	BACHELOR	DERECHO	COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO
ATG	MASTER'S	LAW	Harvard University	CAMBRIDGE	MALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	LAW	Southern Methodist University	DALLAS	FEMALE	BOGOTA D.C.	BACHELOR	DERECHO	COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO
JWF	MASTER'S	LAW	University of Illinois at Urbana-Champaign	URBANA - CHAMPAIGN	MALE	BOGOTA D.C.	BACHELOR	DERECHO	COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO
ATG	MASTER'S	LAW	University of Pennsylvania	PHILADELPHIA	MALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD DE LOS ANDES
ATG	MASTER'S	LAW	The University of Texas at Dallas	DALLAS	MALE	BOGOTA D.C.	BACHELOR	DERECHO	COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO
ATG	MASTER'S	LAW	SOUTHWESTERN LEGAL FOUNDATION	PLANO	MALE	BOGOTA D.C.	BACHELOR	DERECHO	COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO
JWF	MASTER'S	LAW	University of Illinois at Urbana-Champaign	URBANA - CHAMPAIGN	FEMALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	LAW	Cornell University	ITHACA	MALE	BOGOTA D.C.	BACHELOR	DERECHO	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	LAW	Duke University	DURHAM	FEMALE	BOGOTA D.C.	BACHELOR	DERECHO	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	LAW	Indiana University Bloomington	BLOOMINGTON	MALE	BOGOTA D.C.	BACHELOR	DERECHO	COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO
JWF	MASTER'S	LAW	Harvard University	CAMBRIDGE	MALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Temple University	PHILADELPHIA	MALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD PONTIFICIA BOLIVARIANA
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	George Washington University, The	WASHINGTON D.C	MALE	BOGOTA D.C.	BACHELOR	DERECHO	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Johns Hopkins University	BALTIMORE	FEMALE	BOGOTA D.C.	BACHELOR	DERECHO	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Pennsylvania State University	UNIVERSITY PARK	FEMALE	BOGOTA D.C.	BACHELOR	DERECHO	PONTIFICIA UNIVERSIDAD JAVERIANA
HHH	INV & DOC	HUMANITIES & SOCIAL SCIENCES	University of Maryland - College Park	COLLEGE PARK	MALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	LAW	Harvard University	CAMBRIDGE	FEMALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	LAW	Georgetown University	WASHINGTON D.C	FEMALE	BOGOTA D.C.	BACHELOR	DERECHO	PONTIFICIA UNIVERSIDAD JAVERIANA
FLB-LSP	MASTER'S	HUMANITIES & SOCIAL SCIENCES	SUNY at Binghamton	BINGHAMTON	FEMALE	BOGOTA D.C.	BACHELOR	DERECHO	COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO
JWF	Ph.D.	LAW	Yale University	NEW HAVEN	MALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD DE LOS ANDES
JWF	Ph.D.	LAW	New York University	NEW YORK	MALE	BOGOTA D.C.	BACHELOR	DERECHO	
HHH	INV & DOC	EDUCATION	Boston University	BOSTON	FEMALE	BOGOTA D.C.	BACHELOR	DERECHO	UNIVERSIDAD EXTERNADO DE COLOMBIA
JWF	MASTER'S	LAW	George Washington University, The	WASHINGTON D.C	FEMALE	BUCARAMANGA	BACHELOR	DERECHO	UNIVERSIDAD INDUSTRIAL DE SANTANDER
JWF	MASTER'S	LAW	University of Pennsylvania	PHILADELPHIA	MALE	BUCARAMANGA	BACHELOR	DERECHO	UNIVERSIDAD AUTONOMA DE BUCARAMANGA-UNAB-
HHH	INV & DOC	HUMANITIES & SOCIAL SCIENCES	Massachusetts Institute of Technology	CAMBRIDGE	FEMALE	CALI	BACHELOR	DERECHO	UNIVERSIDAD DEL CAUCA
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Wichita State University	WICHITA	MALE		BACHELOR	DERECHO - ECONOMIA	PONTIFICIA UNIVERSIDAD JAVERIANA
DU	MASTER'S	LAW	Georgetown University	WASHINGTON D.C	MALE	BOGOTA D.C.	BACHELOR	DERECHO - ECONOMIA	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Harvard University	CAMBRIDGE	MALE	BOGOTA D.C.	BACHELOR	DERECHO - ECONOMIA	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	LAW	Vanderbilt University	NASHVILLE	MALE	BOGOTA D.C.	BACHELOR	DERECHO - ECONOMIA	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Harvard University	CAMBRIDGE	MALE	BOGOTA D.C.	BACHELOR	DERECHO - ECONOMIA	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	LAW	American University	WASHINGTON D.C	MALE	MEDELLIN	BACHELOR	DERECHO (LL.M)	UNIVERSIDAD PONTIFICIA BOLIVARIANA
JWF	MASTER'S	LAW	Southern Methodist University	DALLAS	MALE		BACHELOR	DERECHO INTERNACIONAL	COLEGIO MAYOR DE NUESTRA SEÑORA DEL ROSARIO
FF	INV & DOC	BUSINESS ADMINISTRATION & MANAGEMENT	UNKNOWN		MALE		BACHELOR	DERECHO Y ECONOMIA	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	LAW	Southern Methodist University	DALLAS	MALE		BACHELOR	DERECHO-CIENCIA POLITICA	UNIVERSIDAD DE CARTAGENA
JWF	MASTER'S	LAW	New York University	NEW YORK	MALE		BACHELOR	DERECHO-CIENCIA POLITICA	UNIVERSIDAD NACIONAL DE COLOMBIA
SRM	MASTER'S	LAW	Tulane University	NEW ORLEANS	FEMALE	MEDELLIN	BACHELOR	DERECHO-CIENCIA POLITICA	UNIVERSIDAD PONTIFICIA BOLIVARIANA
FLB-LSP	Ph.D.	HUMANITIES & SOCIAL SCIENCES	University of Connecticut	STORRS	MALE	CARTAGENA	BACHELOR	DERECHO-CIENCIA POLITICA	UNIVERSIDAD DE CARTAGENA
ARTS	MASTER'S	ART & ARCHITECTURE	New York University		FEMALE	BOGOTA	BACHELOR	DESING	UNIVERSIDAD DE LOS ANDES
ARTS	MASTER'S	ENGINEERING & APPLIED SCIENCES	The New School	NEW YORK	FEMALE	BOGOTA D.C.	BACHELOR	DISEÑO GRAFICO	UNIVERSIDAD NACIONAL DE COLOMBIA
FLB-LSP	MASTER'S	ART & ARCHITECTURE	Washington University in St Louis	SAINT LOUIS	MALE	BOGOTA D.C.	BACHELOR	DISEÑO GRAFICO	UNIVERSIDAD NACIONAL DE COLOMBIA
FLB-LSP	MASTER'S	ENGINEERING & APPLIED SCIENCES	Syracuse University	SYRACUSE	MALE		BACHELOR	EARTH SCIENCES	UNIVERSIDAD DISTRITAL-FRANCISCO JOSE DE CALDAS
JWF	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	California State University - Sacramento	SACRAMENTO	FEMALE	BOGOTA D.C.	BACHELOR	ECOLOGIA	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of Central Florida	ORLANDO	FEMALE	MANIZALES	BACHELOR	ECOLOGIA	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	University of Illinois at Urbana-Champaign	URBANA - CHAMPAIGN	MALE		BACHELOR	ECONOMIA	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Michigan State University	EAST LANSING	MALE		BACHELOR	ECONOMIA	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Michigan State University	EAST LANSING	MALE		BACHELOR	ECONOMIA	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Colorado	DENVER	MALE		BACHELOR	ECONOMIA	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	LAW	SOUTHWESTERN LEGAL FOUNDATION	PLANO	MALE		BACHELOR	ECONOMIA	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	Harvard University	CAMBRIDGE	FEMALE		BACHELOR	ECONOMIA	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Harvard University	CAMBRIDGE	FEMALE		BACHELOR	ECONOMIA	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Southern Illinois University Carbondale	CARBONDALE	MALE		BACHELOR	ECONOMIA	UNIVERSIDAD NACIONAL DE COLOMBIA
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	University of Chicago	CHICAGO	FEMALE		BACHELOR	ECONOMIA	
JWF	Ph.D.	HUMANITIES & SOCIAL SCIENCES	Columbia University in the City of New York	NEW YORK	MALE		BACHELOR	ECONOMIA	UNIVERSIDAD DE LOS ANDES
ATG	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	Purdue University	WEST LAFAYETTE	MALE		BACHELOR	ECONOMIA	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Ohio University - Main Campus	ATHENS	FEMALE		BACHELOR	ECONOMIA	FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	The New School	NEW YORK	MALE		BACHELOR	ECONOMIA	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	University of Wisconsin - Madison	MADISON	FEMALE		BACHELOR	ECONOMIA	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Ohio University - Main Campus	ATHENS	MALE		BACHELOR	ECONOMIA	UNIVERSIDAD DE CARTAGENA
FF	INV & DOC	LAW	Harvard University	CAMBRIDGE	MALE		BACHELOR	ECONOMIA	PONTIFICIA UNIVERSIDAD JAVERIANA
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	Harvard University	CAMBRIDGE	MALE		BACHELOR	ECONOMIA	PONTIFICIA UNIVERSIDAD JAVERIANA
FF	INV & DOC	HUMANITIES & SOCIAL SCIENCES	Harvard University	CAMBRIDGE	MALE		BACHELOR	ECONOMIA	LONDON UNIVERSITY
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	New York University	NEW YORK	FEMALE		BACHELOR	ECONOMIA	UNIVERSIDAD DE SAN BUENAVENTURA
JWF	MASTER'S	BUSINESS ADMINISTRATION & MANAGEMENT	SUNY at Buffalo	BUFFALO	FEMALE		BACHELOR	ECONOMIA	FUNDACION UNIVERSIDAD DE BOGOTA - JORGE TADEO LOZANO
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Temple University	PHILADELPHIA	MALE		BACHELOR	ECONOMIA	UNIVERSIDAD DE LOS ANDES
FLB-LSP	MASTER'S	HUMANITIES & SOCIAL SCIENCES	SUNY at Binghamton	BINGHAMTON	MALE		BACHELOR	ECONOMIA	UNIVERSIDAD NACIONAL DE COLOMBIA
ATG	MASTER'S	HUMANITIES & SOCIAL SCIENCES	SUNY at Buffalo	BUFFALO	MALE		BACHELOR	ECONOMIA	UNIVERSIDAD NACIONAL DE COLOMBIA
ATG	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Boston University	BOSTON	MALE		BACHELOR	ECONOMIA	
JWF	Ph.D.	BIOLOGICAL, AGRICULTURAL & HEALTH SCIENCES	Stanford University	STANDFORD	MALE		BACHELOR	ECONOMIA	UNIVERSIDAD DE LOS ANDES
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Boston University	BOSTON	FEMALE		BACHELOR	ECONOMIA	UNIVERSIDAD DE ANTIOQUIA
JWF	MASTER'S	HUMANITIES & SOCIAL SCIENCES	Indiana University Bloomington	BLOOMINGTON	MALE		BACHELOR	ECONOMIA	UNIVERSIDAD DEL VALLE
